Latitude;Longitude;Type;StationID;StationName;MLLW;MLW;MSL;MHW;MHHW;NGVD;NAVD
29.77;-85.085;Ref;xTide_1699;Huckleberry Landing, Jackson River, Florida;0.0;-0.11707;-0.21303;-0.33510;-0.36880;0.00673;-0.15652
31.4467;-81.3433;Sub;xTide_1700;Hudson Creek entrance, Georgia;0.0;-999999;-999999;-999999;-999999;-999999;-999999
28.3617;-82.71;Sub;xTide_1701;Hudson, Hudson Creek, Florida;0.0;-0.15343;-0.54422;-0.90799;-1.01692;-0.41067;-0.66716
42.25;-73.8;Sub;xTide_1702;Hudson, Hudson River, New York;0.0;-999999;-999999;-999999;-999999;-999999;-999999
42.3033;-70.92;Sub;xTide_1703;Hull, Massachusetts;0.0;-0.10424;-1.55382;-2.95571;-3.09198;-1.41512;-1.66305
56.1133;-158.598;Ref;xTide_1704;Hump Island, Kuiukta Bay, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
46.2583;-123.848;Sub;xTide_1705;Hungry Harbor, Washington;0.0;-0.37669;-1.38846;-2.41495;-2.62495;-1.02376;-0.01686
54.8717;-132.322;Sub;xTide_1706;Hunter Bay, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
40.74;-73.9617;Sub;xTide_1707;Hunters Point, Newtown Creek, East River, New York;0.0;-0.06966;-0.71363;-1.37628;-1.47764;-0.44282;-0.77590
37.73;-122.357;Ref;xTide_1708;Hunters Point, San Francisco Bay, California;0.0;-0.34800;-1.08500;-1.88300;-2.07200;-0.91566;-0.09276
46.2072;-123.4042;Sub;xTide_1709;Hunting Island, south of (Depth 20ft), Washington Current;0.0;-0.22230;-1.08909;-2.01439;-2.20271;-0.43118;0.51566
40.91;-73.4317;Ref;xTide_1710;Huntington Harbor Lighthouse, Huntington Bay, Long Island, New York;0.0;-0.06544;-1.14443;-2.21192;-2.32075;-0.88799;-1.20700
37.0133;-76.4583;Sub;xTide_1711;Huntington Park, James River, Virginia;0.0;-0.03011;-0.45002;-0.82475;-0.88591;-0.24323;-0.51269
40.8;-73.8733;Sub;xTide_1712;Hunts Point, East River, New York;0.0;-0.08800;-1.14295;-2.19788;-2.30688;-0.86297;-1.19242
40.8;-73.8833;Sub;xTide_1713;Hunts Point, southwest of, East River, New York Current;0.0;-0.09011;-1.12637;-2.15931;-2.26835;-0.84442;-1.17391
32.5317;-80.435;Sub;xTide_1714;Hutchinson Island, Ashepoo River (Depth 10ft), South Carolina Current;0.0;-0.06209;-1.00894;-1.88539;-1.98996;-0.74448;-1.02819
32.5517;-80.4817;Sub;xTide_1715;Hutchinson Island, Ashepoo River, South Carolina;0.0;-0.06375;-1.00982;-1.87498;-1.97284;-0.70952;-0.99088
32.3867;-80.7767;Sub;xTide_1716;Hwy. 170 bridge, Broad River, South Carolina;0.0;-0.06200;-1.30199;-2.29998;-2.41299;-1.05305;-1.33691
28.2683;-82.7267;Sub;xTide_1717;Hwy. 19 bridge, Pithlachascotee River, Florida;0.0;-999999;-999999;-999999;-999999;-999999;-999999
41.6317;-70.3;Ref;xTide_1718;Hyannis Port, Nantucket Sound, Massachusetts;0.0;-0.07790;-0.58473;-1.05165;-1.15838;-0.41259;-0.67860
41.7833;-73.95;Ref;xTide_1719;Hyde Park, Hudson River, New York;0.0;-0.04411;-0.55857;-0.99339;-1.09313;-0.24348;-0.50602
30.0678;-90.39;Ref;xTide_1720;I-10 Bonnet Carre Floodway, Louisiana;0.0;-0.00400;-0.07300;-0.13200;-0.13600;0.07390;0.04007
30.1917;-81.6917;Ref;xTide_1721;I-295 Bridge (west end), St. Johns River, Florida;0.0;-0.02969;-0.16226;-0.29926;-0.30926;0.17046;-0.15538
32.8367;-80.0217;Ref;xTide_1722;I-526 bridge, Ashley River, South Carolina;0.0;-0.06396;-1.00299;-1.79603;-1.89898;-0.74347;-1.04100
48.3833;-122.9167;Sub;xTide_1723;Iceberg Point, 2.1 miles SSW of, Rosario Strait, Washington Current;0.0;-0.64559;-1.33812;-2.02397;-2.18704;-1.20478;-0.06977
56.6667;-132.6333;Sub;xTide_1724;Ideal Cove, Mitkof Island, Frederick Sound, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
7.25;-144.45;Sub;xTide_1725;Ifalik Atoll, Caroline Islands, F.S.M.;0.0;-999999;-999999;-999999;-999999;-999999;-999999
59.6167;-153.5833;Sub;xTide_1726;Iliamna Bay, Cook Inlet, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
46.3033;-124.04;Sub;xTide_1727;Ilwaco, Baker Bay, Washington;0.0;-0.43547;-1.42497;-2.39310;-2.61650;-1.25001;-0.22231
32.5783;-117.135;Sub;xTide_1728;Imperial Beach, California;0.0;-0.27393;-0.83893;-1.41386;-1.63686;-0.70918;-0.07399
53.2967;-168.352;Sub;xTide_1729;Inanudak Bay, Umnak Island, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
29.31;-89.9383;Sub;xTide_1730;Independence Island, Barataria Bay, Louisiana;0.0;-0.00900;-0.18500;-0.35400;-0.36600;-0.12096;-0.10432
25.875;-80.1433;Sub;xTide_1731;Indian Creek Golf Club, ICWW, Florida;0.0;-0.04107;-0.36813;-0.70234;-0.72294;-0.17032;-0.64271
38.6017;-77.185;Sub;xTide_1732;Indian Head, Potomac River, Maryland;0.0;-0.03389;-0.32254;-0.57914;-0.63936;-0.03732;-0.29030
24.8683;-80.7033;Sub;xTide_1733;Indian Key Anchorage, Lower Matecumbe Key, Florida;0.0;-0.06504;-0.35906;-0.63909;-0.68309;-0.18094;-0.63461
25.8;-81.4667;Sub;xTide_1734;Indian Key, Florida;0.0;-0.19127;-0.68801;-1.17103;-1.24843;-0.48008;-0.89485
24.8767;-80.6767;Sub;xTide_1735;Indian Key, Hawk Channel, Florida;0.0;-0.04884;-0.33130;-0.59088;-0.63239;-0.14399;-0.59679
55.0333;-131.35;Sub;xTide_1736;Indian Reef, Felice Strait, Alaska Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
27.8767;-82.85;Sub;xTide_1737;Indian Rocks Beach (inside), Florida;0.0;-0.15476;-0.44660;-0.72673;-0.83229;-0.27467;-0.53946
54.98;-132.007;Sub;xTide_1738;Ingraham Bay, Prince of Wales Island, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
39.11;-74.7383;Sub;xTide_1739;Ingram Thorofare, Townsends Inlet, New Jersey;0.0;-0.04925;-0.65677;-1.24590;-1.36036;-0.34860;-0.74114
58.2633;-136.325;Sub;xTide_1740;Inian Cove, North Inian Pass, Cross Sound, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
38.61;-75.07;Ref;xTide_1741;Inlet (Coast Guard Station), Indian River, Delaware;0.0;-0.04730;-0.43738;-0.78928;-0.87210;-0.29870;-0.53534
36.8317;-75.9733;Ref;xTide_1742;Inside channel, Rudee Inlet, Virginia;0.0;-0.03719;-0.55148;-1.03948;-1.12558;-0.44772;-0.70151
33.9178;-78.0422;Sub;xTide_1743;Intracoastal Waterway, Southport (Depth 6ft), Cape Fear River, North Carolina Current;0.0;-0.04864;-0.71984;-1.35564;-1.45966;-0.52101;-0.85792
38.1133;-122.868;Sub;xTide_1744;Inverness, Tomales Bay, California;0.0;-0.31600;-0.89397;-1.49998;-1.72498;-0.75402;0.05262
26.5217;-81.965;Sub;xTide_1745;Iona Shores, Caloosahatchee River, Florida;0.0;-0.04010;-0.16449;-0.27967;-0.33757;0.02700;-0.32955
38.0333;-121.583;Sub;xTide_1746;Irish Landing, Sand Mound Slough, San Joaquin River, California;0.0;-999999;-999999;-999999;-999999;-999999;-999999
18.1525;-65.4438;Ref;xTide_1747;Isabel Segunda, Vieques Island, Puerto Rico;0.0;-0.04980;-0.17890;-0.30340;-0.37700;-999999;-0.19469
54.8667;-163.4;Ref;xTide_1748;Isanotski Strait (False Pass Cannery), Alaska Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
54.7784;-163.3643;Ref;xTide_1749;Isanotski Strait Entrance, Aleutian Islands, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
18.345;-65.5695;Ref;xTide_1750;Isla Palominos, Puerto Rico;0.0;-0.04880;-0.21600;-0.38090;-0.45310;-999999;-0.17801
24.925;-80.6317;Sub;xTide_1751;Islamorada, Upper Matecumbe Key, Florida Bay, Florida;0.0;-0.01500;-0.08600;-0.16300;-0.18800;0.14245;-0.31717
39.8517;-74.0883;Sub;xTide_1752;Island Beach, Barnegat Bay, New Jersey;0.0;-999999;-999999;-999999;-999999;-999999;-999999
39.7883;-74.0983;Sub;xTide_1753;Island Beach, Sedge Islands, Barnegat Bay, New Jersey;0.0;-0.02107;-0.06497;-0.12563;-0.16501;0.30031;-0.08180
44.0733;-68.6367;Sub;xTide_1754;Isle Au Haut, Penobscot Bay, Maine;0.0;-0.11222;-1.59998;-3.06646;-3.19471;-1.48126;-1.68723
31.9767;-81.0467;Sub;xTide_1755;Isle of Hope City, SE of, Skidaway River (Depth 10ft), Wassaw Sound, Georgia Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
31.98;-81.055;Sub;xTide_1756;Isle of Hope City, Skidaway River (Depth 10ft), Wassaw Sound, Georgia Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
31.9833;-81.05;Sub;xTide_1757;Isle of Hope, Skidaway River, Georgia;0.0;-999999;-999999;-999999;-999999;-999999;-999999
32.7833;-79.785;Sub;xTide_1758;Isle of Palms Pier, South Carolina;0.0;-0.05300;-0.81600;-1.56100;-1.68000;-0.62206;-0.92254
43.86;-69.6867;Sub;xTide_1759;Isle of Springs, Sheepscot River, Maine;0.0;-0.10631;-1.49330;-2.84950;-2.97870;-1.33662;-1.55118
58.2167;-152.3167;Sub;xTide_1760;Izhut Bay, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
40.6233;-73.7833;Sub;xTide_1761;J.F.K. International Airport, Jamaica Bay, New York;0.0;-0.06260;-0.88320;-1.69070;-1.79780;-0.61716;-0.95368
29.3667;-89.345;Sub;xTide_1762;Jack Bay, Louisiana;0.0;-0.00852;-0.21139;-0.39942;-0.41072;0.07864;0.00110
61.04;-146.615;Sub;xTide_1763;Jack Bay, Valdez Arm, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
32.9333;-79.5833;Sub;xTide_1764;Jack Creek entrance, Bulls Bay, South Carolina;0.0;-0.05495;-0.78599;-1.49927;-1.61127;-0.59080;-0.88946
60.88;-147.223;Sub;xTide_1765;Jackson Cove, Glacier Island, Prince William Sound, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
37.5483;-76.3317;Sub;xTide_1766;Jackson Creek, Deltaville, Piankatank River, Virginia;0.0;-0.03000;-0.21282;-0.39538;-0.42642;0.02627;-0.32580
32.7533;-80.45;Sub;xTide_1767;Jacksonboro Camp, South Edisto River, South Carolina;0.0;-0.05900;-0.75299;-1.28900;-1.35297;-0.10996;-0.39863
30.2833;-81.3867;Ref;xTide_1768;Jacksonville Beach, Florida;0.0;-0.05000;-0.77600;-1.59603;-1.71103;-0.62223;-0.95586
30.36;-81.62;Ref;xTide_1769;Jacksonville, Long Branch, Florida;0.0;-0.03300;-0.41800;-0.79900;-0.82800;-0.17564;-0.50300
30.4;-81.6267;Sub;xTide_1770;Jacksonville, Navy Fuel Depot, Florida;0.0;-0.02317;-0.42296;-0.82002;-0.86026;-0.19829;-0.52092
30.3217;-81.6533;Sub;xTide_1771;Jacksonville, off Washington St, St. Johns River, Florida Current;0.0;-0.03264;-0.34114;-0.61070;-0.62905;-0.08498;-0.41498
33.3633;-79.355;Sub;xTide_1772;Jacobs Wharf, Sampit River, South Carolina;0.0;-0.03790;-0.61481;-1.15035;-1.22981;-0.26543;-0.57110
43.0567;-70.7133;Sub;xTide_1773;Jaffrey Point, Portsmouth Harbor, New Hampshire;0.0;-0.10322;-1.44874;-2.75634;-2.88674;-1.29937;-1.53449
5.9167;-169.65;Sub;xTide_1774;Jaluit Atoll (SE Pass), Marshall Islands;0.0;-999999;-999999;-999999;-999999;-999999;-999999
29.2;-94.985;Sub;xTide_1775;Jamaica Beach, West Bay, Galveston Bay, Texas;0.0;-0.07320;-0.17640;-0.29480;-0.31280;0.00539;0.01104
32.745;-79.9483;Sub;xTide_1776;James Island Creek, 1 mi. above ent., Ashley River, South Carolina;0.0;-0.05830;-0.89330;-1.64850;-1.75760;-0.66360;-0.96402
38.5333;-76.3933;Sub;xTide_1777;James Island, 2.5 miles WNW of, Chesapeake Bay, Maryland Current;0.0;-0.05320;-0.22684;-0.39625;-0.46200;-0.05280;-0.29931
38.525;-76.42;Sub;xTide_1778;James Island, 3.4 miles west of, Chesapeake Bay, Maryland Current;0.0;-0.05285;-0.22085;-0.38480;-0.44840;-0.04468;-0.29338
47.9067;-124.647;Sub;xTide_1779;James Island, Washington;0.0;-0.44306;-1.44703;-2.45606;-2.68386;-1.36720;-0.27361
33.305;-79.6783;Sub;xTide_1780;Jamestown Bridge, Santee River, South Carolina;0.0;-0.02000;-0.17900;-0.36100;-0.40600;0.43659;0.13453
37.2201;-76.7914;Ref;xTide_1781;Jamestown Wharf, Jamestown, Virginia;0.0;-0.03387;-0.32729;-0.61814;-0.67707;0.01362;-0.33932
56.96;-153.687;Ref;xTide_1782;Japanese Bay, Kodiak Island, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
32.6033;-80.42;Sub;xTide_1783;Jehossee Island, S tip, South Edisto River (Depth 15ft), South Carolina Current;0.0;-0.06512;-1.10523;-1.92760;-2.02250;-0.77481;-1.06364
31.035;-81.4333;Sub;xTide_1784;Jekyll Creek, south entrance, St. Andrews Sound, Georgia Current;0.0;-0.06340;-1.10110;-2.08285;-2.19165;-0.94438;-1.26093
31.0567;-81.4233;Sub;xTide_1785;Jekyll Island Marina, Jekyll Creek, Georgia;0.0;-0.06500;-1.14097;-2.14595;-2.25096;-1.00243;-1.31443
32.44;-80.5533;Sub;xTide_1786;Jenkins Creek, 1 mi. above entrance, Morgan River, South Carolina;0.0;-0.06300;-1.18848;-2.13609;-2.24709;-0.96585;-1.24730
32.42;-80.5767;Sub;xTide_1787;Jenkins Creek, Polawana Island, Morgan River, South Carolina;0.0;-999999;-999999;-999999;-999999;-999999;-999999
35.91;-75.5917;Sub;xTide_1788;Jennettes Pier, Nags Head (ocean), North Carolina;0.0;-0.04080;-0.51320;-0.98140;-1.08130;-0.31835;-0.61646
27.235;-80.21;Sub;xTide_1789;Jensen Beach, Indian River, Florida;0.0;-0.03530;-0.19040;-0.34230;-0.37420;-0.03601;-0.48591
37.9817;-75.3017;Ref;xTide_1790;Jesters Island, Virginia;0.0;-0.03010;-0.14446;-0.25990;-0.28610;0.03333;-0.21117
37.9817;-75.3017;Sub;xTide_1791;Jesters Island, Virginia (sub);0.0;-0.03010;-0.14446;-0.25990;-0.28610;0.03333;-0.21117
24.8383;-80.7983;Sub;xTide_1792;Jewfish Hole, Long Key, Florida Bay, Florida;0.0;-0.01966;-0.13175;-0.24334;-0.29060;0.08688;-0.39698
27.6125;-82.625;Sub;xTide_1793;Joe Island, 1.8 miles northwest of, Tampa Bay, Florida Current;0.0;-0.10600;-0.34790;-0.57300;-0.65220;-0.18020;-0.47049
31.9433;-80.985;Sub;xTide_1794;Joe's Cut, Wilmington River (Depth 10ft), Wassaw Sound, Georgia Current;0.0;-0.06396;-1.11085;-2.08205;-2.19698;-0.84993;-1.13474
32.7867;-80.1067;Sub;xTide_1795;Johns Island (Depth 12ft), Stono River, South Carolina Current;0.0;-0.07493;-1.09182;-1.78198;-1.87804;-0.75968;-1.05683
32.6833;-80.0033;Sub;xTide_1796;Johns Island Airport, south of (Depth 12ft), Stono River, South Carolina Current;0.0;-0.06140;-0.90215;-1.66629;-1.77585;-0.69425;-0.99267
32.7533;-80.01;Sub;xTide_1797;Johns Island Bridge (Depth 14ft), Stono River, South Carolina Current;0.0;-0.06670;-0.93386;-1.64342;-1.74269;-0.65758;-0.95602
48.6833;-123.15;Sub;xTide_1798;Johns Island, 0.8 mile north of, Washington Current;0.0;-0.80939;-1.48090;-2.22997;-2.45244;-1.38586;-0.21541
28.6917;-82.6383;Ref;xTide_1799;Johns Island, Chassahowitzka Bay, Florida;0.0;-0.07293;-0.32868;-0.61354;-0.71566;-0.04596;-0.29297
32.7067;-80.1567;Sub;xTide_1800;Johns Island, Church Creek, Wadmalaw River, South Carolina;0.0;-0.06596;-1.33057;-2.15125;-2.25836;-1.02663;-1.32365
27.785;-82.7817;Sub;xTide_1801;Johns Pass, Boca Ciega Bay, Florida;0.0;-0.13541;-0.35239;-0.57680;-0.68397;-0.16459;-0.43589
32.3917;-80.4383;Sub;xTide_1802;Johnson Creek Bridge, Hunting Island, St. Helena Sound, South Carolina;0.0;-0.05897;-0.99399;-1.85099;-1.96999;-0.80863;-1.09085
31.6267;-81.1883;Sub;xTide_1803;Johnson Creek, midway between ends, Sapelo Sound, Georgia Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
24.7667;-81.3233;Sub;xTide_1804;Johnson Keys, north end, Florida;0.0;-0.09897;-0.32891;-0.60487;-0.66983;-0.16242;-0.58670
24.7433;-81.3;Sub;xTide_1805;Johnson Keys, south end, Florida;0.0;-0.06999;-0.20498;-0.33001;-0.39803;-0.03491;-0.45856
16.7383;-169.53;Ref;xTide_1806;Johnston Atoll, Pacific Ocean;0.0;-999999;-999999;-999999;-999999;-999999;-999999
55.8333;-160.7833;Sub;xTide_1807;Johnston Channel, off Halftide Rock, Alaska Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
24.71;-81.5933;Sub;xTide_1808;Johnston Key, southwest end, Turkey Basin, Florida;0.0;-0.03799;-0.24398;-0.51299;-0.60399;-0.02261;-0.43838
59.5817;-139.702;Sub;xTide_1809;Johnstone Passage, Yakutat Bay, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
60.4817;-146.61;Sub;xTide_1810;Johnstone Point, Hinchinbrook Island, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
38.18;-122.045;Sub;xTide_1811;Joice Island, Suisun Slough, Suisun Bay, California;0.0;-0.22490;-0.83080;-1.43540;-1.58650;-0.49683;0.28498
31.095;-81.505;Sub;xTide_1812;Jointer Island, Jointer Creek, Georgia;0.0;-999999;-999999;-999999;-999999;-999999;-999999
31.3;-81.3333;Sub;xTide_1813;Jones Creek entrance, Hampton River, Georgia;0.0;-999999;-999999;-999999;-999999;-999999;-999999
40.5867;-73.5783;Sub;xTide_1814;Jones Inlet (Point Lookout), Long Island, New York;0.0;-999999;-999999;-999999;-999999;-999999;-999999
44.015;-69.38;Sub;xTide_1815;Jones Neck, Medomak River, Maine;0.0;-0.10792;-1.54086;-2.93021;-3.05931;-1.39184;-1.60140
38.7937;-77.0372;Sub;xTide_1816;Jones Point, Alexandria, Potomac River, Virginia Current;0.0;-0.04288;-0.43526;-0.82539;-0.89161;-0.14208;-0.39872
37.3133;-77.2233;Sub;xTide_1817;Jordan Point, James River, Virginia;0.0;-0.03136;-0.39894;-0.78811;-0.85004;-0.10301;-0.45471
29.0583;-89.2717;Sub;xTide_1818;Joseph Bayou, Mississippi River, Louisiana;0.0;-0.00532;-0.19292;-0.38067;-0.38667;0.13825;0.05832
30.135;-81.63;Sub;xTide_1819;Julington Creek, Florida;0.0;-0.01500;-0.11900;-0.23700;-0.25500;0.21215;-0.10511
58.2912;-134.407;Sub;xTide_1820;Juneau Harbor, S of (Depth 25ft), Gastineau Channel, Stephens Passage, Alaska Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
58.2983;-134.412;Ref;xTide_1821;Juneau, Gastineau Channel, Stephens Pass, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
26.9433;-80.0733;Sub;xTide_1822;Jupiter Inlet, south jetty, Florida;0.0;-0.05712;-0.41688;-0.77495;-0.82671;-0.31116;-0.77190
26.9483;-80.085;Sub;xTide_1823;Jupiter Inlet, U.S. Highway 1 Bridge, Florida;0.0;-0.04681;-0.33921;-0.64073;-0.68798;-0.19851;-0.65766
26.9517;-80.08;Sub;xTide_1824;Jupiter Sound, south end, Florida;0.0;-0.04627;-0.31345;-0.59391;-0.63649;-0.14448;-0.60403
26.935;-80.085;Sub;xTide_1825;Jupiter, Lake Worth Creek, ICWW, Florida;0.0;-0.04640;-0.35850;-0.67400;-0.71880;-0.21825;-0.67732
55.0417;-130.98;Sub;xTide_1826;Kah Shakes Cove, Revillagigedo Channel, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
20.895;-156.4767;Ref;xTide_1827;Kahului, Kahului Harbor, Hawaii;0.0;-999999;-999999;-999999;-999999;-999999;-999999
19.6433;-156;Sub;xTide_1828;Kailua Kona, Hawaii Island, Hawaii;0.0;-999999;-999999;-999999;-999999;-999999;-999999
56.9483;-133.8947;Ref;xTide_1829;Kake Harbor, Keku Strait, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
60.5117;-151.952;Ref;xTide_1830;Kaligan Island (north end), Cook Inlet, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
57.35;-135.8;Sub;xTide_1831;Kalinin Point, 1 mile north of, Salisbury Sound, Alaska Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
21.0483;-156.877;Sub;xTide_1832;Kamalo Harbor, Molokai Island, Hawaii;0.0;-999999;-999999;-999999;-999999;-999999;-999999
48.1;-122.9667;Sub;xTide_1833;Kamen Point, 1.3 miles southwest of, Straight of Juan de Fuca, Washington Current;0.0;-0.75089;-1.42033;-2.10577;-2.31314;-1.26571;-0.20272
51.7183;-177.2;Sub;xTide_1834;Kanaga Bay, Kanaga Island, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
60.0833;-144.3;Sub;xTide_1835;Kanak Island, southeast of, Controller Bay, Alaska Current;0.0;-999999;-999999;-999999;-999999;-999999;-999999
48.485;-123.083;Sub;xTide_1836;Kanaka Bay, San Juan Island, Haro Strait, Washington;0.0;-0.57233;-1.30054;-1.98298;-2.12850;-1.18828;-0.04493
57.52;-156.052;Sub;xTide_1837;Kanatak Lagoon, Portage Bay, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
55.535;-132.397;Sub;xTide_1838;Kasaan, Kasaan Bay, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
53.4667;-167.0833;Sub;xTide_1839;Kashega Bay, Unalaska Island, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
59.4683;-151.565;Ref;xTide_1840;Kasitsna Bay, Kachemak Bay, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
57.2167;-134.868;Sub;xTide_1841;Kasnyku Bay, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
55.0167;-132.7833;Sub;xTide_1842;Kasook Inlet, Sukkwan Island, Tlevak Strait, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
54.9267;-132.522;Sub;xTide_1843;Kassa Inlet entrance, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
58;-154.9833;Sub;xTide_1844;Katmai Bay, Shelikof Strait, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
20.79;-156.995;Sub;xTide_1845;Kaumalapau, Lanai Island, Hawaii;0.0;-999999;-999999;-999999;-999999;-999999;-999999
21.085;-157.032;Ref;xTide_1846;Kaunakakai Harbor, Molokai Island, Hawaii;0.0;-999999;-999999;-999999;-999999;-999999;-999999
20.0366;-155.8294;Ref;xTide_1847;Kawaihae, Hawaii Island, Hawaii;0.0;-999999;-999999;-999999;-999999;-999999;-999999
48.1367;-122.367;Sub;xTide_1848;Kayak Point, Washington;0.0;-0.85298;-2.01494;-3.15795;-3.42595;-1.78944;-0.65551
58.1333;-152.5667;Sub;xTide_1849;Kazakof Bay, Marmot Bay, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
40.7283;-74.1033;Sub;xTide_1850;Kearny Point, Hackensack River, New Jersey;0.0;-0.07390;-0.90090;-1.66290;-1.76280;-0.59421;-0.94007
40.5083;-74.3117;Sub;xTide_1851;Keasbey, Raritan River, New Jersey;0.0;-0.05813;-0.87043;-1.64751;-1.74951;-0.58355;-0.89499
30.4183;-88.925;Ref;xTide_1852;Keesler AFB, Back Bay, Biloxi, Mississippi;0.0;-0.04836;-0.28070;-0.52003;-0.54934;-0.16159;-0.12349
55.08;-132.49;Sub;xTide_1853;Keete Inlet, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
55.0467;-132.577;Sub;xTide_1854;Keete Island, Nutkwa Inlets, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
26.025;-81.7683;Ref;xTide_1855;Keewaydin Island (inside), Florida;0.0;-0.14300;-0.44102;-0.72108;-0.79506;-0.22296;-0.61638
56.15;-134.133;Sub;xTide_1856;Kell Bay, Affleck Canal, Kuiu Island, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
48.5892;-123.225;Sub;xTide_1857;Kellett Bluff, west of, Washington Current;0.0;-0.62977;-1.35228;-2.06244;-2.21716;-1.26074;-0.10650
54.8767;-131.3;Sub;xTide_1858;Kelp Island Passage, Duke Island, Dixon Entrance, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
24.6617;-81.4683;Sub;xTide_1859;Kemp Channel Viaduct, Florida Keys, Florida;0.0;-0.03299;-0.16799;-0.26896;-0.32795;0.01504;-0.40000
60.545;-151.218;Sub;xTide_1860;Kenai City Pier, Cook Inlet, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
60.55;-151.2833;Sub;xTide_1861;Kenai River entrance, Cook Inlet, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
38.91;-76.955;Sub;xTide_1862;Kenilworth Aquatic Garden, Anacostia River, D.C.;0.0;-0.05251;-0.48579;-0.92906;-1.00028;-0.22220;-0.46025
43.3583;-70.4767;Ref;xTide_1863;Kennebunkport, Kennebunk River, Maine;0.0;-0.10400;-1.46470;-2.79649;-2.92650;-1.32027;-1.55222
38.9705;-76.2472;Sub;xTide_1864;Kent Island Narrows (highway bridge) (Depth 4ft), Chester River, Maryland Current;0.0;-0.07038;-0.25013;-0.42689;-0.50924;-0.07291;-0.30727
38.9667;-76.2433;Sub;xTide_1865;Kent Island Narrows, Chesapeake Bay, Maryland;0.0;-0.07088;-0.25970;-0.45013;-0.52899;-0.08302;-0.31689
38.8367;-76.3733;Ref;xTide_1866;Kent Point Marina, Chesapeake Bay, Maryland;0.0;-0.06367;-0.23336;-0.39933;-0.47153;-0.05005;-0.28944
38.8167;-76.3642;Sub;xTide_1867;Kent Point, 1.3 miles south of, Chesapeake Bay, Maryland Current;0.0;-0.06379;-0.23312;-0.40282;-0.47585;-0.05238;-0.29207
38.8388;-76.3375;Sub;xTide_1868;Kent Point, 1.4 n.mi. east of (Depth 15ft), Eastern Bay, Maryland Current;0.0;-0.06532;-0.24210;-0.41960;-0.49300;-0.06333;-0.29959
38.7917;-76.4333;Sub;xTide_1869;Kent Point, 4 miles southwest of, Chesapeake Bay, Maryland Current;0.0;-0.06210;-0.22147;-0.37795;-0.44888;-0.03129;-0.27790
38.5183;-76.4817;Sub;xTide_1870;Kenwood Beach, 1.5 miles northeast of, Chesapeake Bay, Maryland Current;0.0;-0.05351;-0.21186;-0.36720;-0.42583;-0.03264;-0.28194
44.8967;-124;Sub;xTide_1871;Kernville, Siletz River, Oregon;0.0;-0.41897;-1.35800;-2.30263;-2.52783;-1.23305;-0.22024
55.3318;-131.6262;Ref;xTide_1872;Ketchikan, Tongass Narrows, Alaska;0.0;-999999;-999999;-999999;-999999;-999999;-999999
