SiteNumber;SiteName;Latitude;Longitude;SiteNumber2
04232050;ALLEN CREEK NEAR ROCHESTER NY;43.13027778;-77.5186111;USGS04232050
0423205010;IRONDEQUOIT CR ABOVE BLOSSOM RD NEAR ROCHESTER NY;43.145;-77.5119444;USGS0423205010
04232482;KEUKA LAKE OUTLET AT DRESDEN NY;42.68027778;-76.95388889;USGS04232482
04232730;SENECA RIVER NEAR SENECA FALLS NY;42.93888889;-76.7611111;USGS04232730
04233255;CAYUGA INLET AT ITHACA NY;42.4272222;-76.5216667;USGS04233255
04233286;SIXMILE CREEK AT BROOKTONDALE NY;42.38138889;-76.3944444;USGS04233286
04233300;SIXMILE CREEK AT BETHEL GROVE NY;42.40305556;-76.435;USGS04233300
04233500;CAYUGA INLET (CAYUGA LAKE) AT ITHACA NY;42.4458333;-76.5122222;USGS04233500
04234000;FALL CREEK NEAR ITHACA NY;42.4533333;-76.47277778;USGS04234000
0423401815;SALMON CREEK NEAR LUDLOWVILLE NY;42.5526111;-76.5338333;USGS0423401815
0423406130;SENECA RIVER AT FREE BRIDGE CORNERS NY;42.96292674;-76.7368961;USGS0423406130
04234254;GANARGUA CREEK AT MACEDON NY;43.0674722;-77.2982222;USGS04234254
04235000;CANANDAIGUA OUTLET AT CHAPIN NY;42.91805556;-77.23277778;USGS04235000
04235250;FLINT CREEK AT PHELPS NY;42.95777778;-77.0680556;USGS04235250
04235299;OWASCO INLET BELOW AURORA STREET AT MORAVIA NY;42.7115833;-76.434;USGS04235299
04235396;OWASCO LAKE NEAR AUBURN NY;42.9039563;-76.5391069;USGS04235396
04235440;OWASCO OUTLET AT GENESEE ST., AUBURN NY;42.9322222;-76.565;USGS04235440
04235600;SENECA RIVER (ERIE CANAL) NEAR PORT BYRON NY;43.0786111;-76.6455556;USGS04235600
04236800;SKANEATELES CREEK NEAR SKANEATELES JUNCTION NY;43.01488889;-76.47225;USGS04236800
04237496;SENECA RIVER NEAR BALDWINSVILLE NY;43.1623333;-76.3626944;USGS04237496
04237962;ONONDAGA CREEK NEAR CARDIFF NY;42.9;-76.1691667;USGS04237962
04239000;ONONDAGA CREEK AT DORWIN AVENUE, SYRACUSE NY;42.9833333;-76.1508333;USGS04239000
04240010;ONONDAGA CREEK AT SPENCER STREET, SYRACUSE NY;43.0575;-76.1625;USGS04240010
04240100;HARBOR BROOK AT SYRACUSE NY;43.0358333;-76.1816667;USGS04240100
04240105;HARBOR BROOK AT HIAWATHA BOULEVARD, SYRACUSE NY;43.0561111;-76.185;USGS04240105
04240120;LEY CREEK AT PARK STREET, SYRACUSE NY;43.0772222;-76.17027778;USGS04240120
04240300;NINEMILE CREEK AT LAKELAND NY;43.0808333;-76.22638889;USGS04240300
04240495;ONONDAGA LAKE AT LIVERPOOL NY;43.1003448;-76.2090931;USGS04240495
04242500;EAST BRANCH FISH CREEK AT TABERG NY;43.3011111;-75.6214722;USGS04242500
04242640;FISH CREEK AT BECKS GROVE NY;43.25825;-75.61302778;USGS04242640
04243500;ONEIDA CREEK AT ONEIDA NY;43.0975;-75.6391667;USGS04243500
04243783;COWASELON CREEK AT STATE ROUTE 13 AT CANASTOTA NY;43.0956111;-75.7512222;USGS04243783
04244000;CHITTENANGO CREEK NEAR CHITTENANGO NY;43.02305556;-75.8586111;USGS04244000
04245840;SCRIBA CREEK NEAR CONSTANTIA NY;43.2597222;-76.00277778;USGS04245840
04247000;ONEIDA RIVER NEAR EUCLID NY;43.205;-76.21777778;USGS04247000
04247055;OSWEGO RIVER NEAR PHOENIX NY;43.21116667;-76.2871111;USGS04247055
04249000;OSWEGO RIVER AT LOCK 7, OSWEGO NY;43.45166667;-76.50527778;USGS04249000
04249200;NORTH BRANCH SALMON RIVER AT REDFIELD NY;43.5422222;-75.81388889;USGS04249200
04250200;SALMON RIVER AT PINEVILLE NY;43.5333333;-76.0386111;USGS04250200
04250750;SANDY CREEK NEAR ADAMS NY;43.8133333;-76.0747222;USGS04250750
04252500;BLACK RIVER NEAR BOONVILLE NY;43.51166667;-75.3066667;USGS04252500
04253300;SIXTH LAKE NEAR OLD FORGE NY;43.7453433;-74.78239259;USGS04253300
04253400;FIRST LAKE AT OLD FORGE NY;43.71228976;-74.9696185;USGS04253400
04254500;MOOSE RIVER AT MCKEEVER NY;43.61027778;-75.1105556;USGS04254500
04256000;INDEPENDENCE RIVER AT DONNATTSBURG NY;43.7472222;-75.3344444;USGS04256000
04256500;STILLWATER RESERVOIR NEAR BEAVER RIVER NY;43.89728827;-75.051017;USGS04256500
04258000;BEAVER RIVER AT CROGHAN NY;43.8972222;-75.4041667;USGS04258000
04260500;BLACK RIVER AT WATERTOWN NY;43.98555556;-75.9247222;USGS04260500
04262000;OSWEGATCHIE RIVER NEAR OSWEGATCHIE NY;44.2225;-75.0744444;USGS04262000
04262500;WEST BRANCH OSWEGATCHIE RIVER NEAR HARRISVILLE NY;44.18555556;-75.3308333;USGS04262500
04263000;OSWEGATCHIE RIVER NEAR HEUVELTON NY;44.5994444;-75.37888889;USGS04263000
04265432;GRASS RIVER AT CHASE MILLS NY;44.84666667;-75.0780556;USGS04265432
04266500;RAQUETTE RIVER AT PIERCEFIELD NY;44.2347222;-74.5719444;USGS04266500
04267500;RAQUETTE RIVER AT SOUTH COLTON NY;44.51166667;-74.8830556;USGS04267500
04268000;RAQUETTE RIVER AT RAYMONDVILLE NY;44.83888889;-74.97888889;USGS04268000
04268800;WEST BRANCH ST. REGIS RIVER NEAR PARISHVILLE NY;44.5986111;-74.7372222;USGS04268800
04269000;ST. REGIS RIVER AT BRASHER CENTER NY;44.8636111;-74.77888889;USGS04269000
04270200;LITTLE SALMON RIVER AT BOMBAY NY;44.94;-74.5569444;USGS04270200
04271500;GREAT CHAZY RIVER AT PERRY MILLS NY;45;-73.5008333;USGS04271500
04273500;SARANAC RIVER AT PLATTSBURGH NY;44.68166667;-73.4711111;USGS04273500
04273700;SALMON RIVER AT SOUTH PLATTSBURGH NY;44.64;-73.4947222;USGS04273700
04273800;LITTLE AUSABLE RIVER NEAR VALCOUR NY;44.59416667;-73.4961111;USGS04273800
04275000;EAST BRANCH AUSABLE RIVER AT AU SABLE FORKS NY;44.43888889;-73.6816667;USGS04275000
04275500;AUSABLE RIVER NEAR AU SABLE FORKS NY;44.45138889;-73.6425;USGS04275500
04276500;BOUQUET RIVER AT WILLSBORO NY;44.3583333;-73.3944444;USGS04276500
04278000;LAKE GEORGE AT ROGERS ROCK NY;43.80783798;-73.45789738;USGS04278000
04279085;LAKE CHAMPLAIN NORTH OF WHITEHALL NY;43.62173216;-73.4184475;USGS04279085
04279490;LAKE BOMOSEEN AT OUTLET, NEAR FAIR HAVEN, VT;43.60506656;-73.233166;USGS04279490
04280000;POULTNEY RIVER BELOW FAIR HAVEN, VT;43.6242324;-73.3115011;USGS04280000
04280450;METTAWEE RIVER NEAR MIDDLE GRANVILLE NY;43.46388889;-73.2841667;USGS04280450
04282000;OTTER CREEK AT CENTER RUTLAND, VT;43.6036792;-73.0131628;USGS04282000
04282500;OTTER CREEK AT MIDDLEBURY, VT;44.01311488;-73.1678954;USGS04282500
04282525;NEW HAVEN RIVER @ BROOKSVILLE, NR MIDDLEBURY, VT;44.0617249;-73.17067429;USGS04282525
04282650;LITTLE OTTER CREEK AT FERRISBURG, VT.;44.19810987;-73.2490117;USGS04282650
04282780;LEWIS CREEK AT NORTH FERRISBURG, VT.;44.24922015;-73.22845688;USGS04282780
04282795;LAPLATTE RIVER AT SHELBURNE FALLS, VT.;44.3700512;-73.2162367;USGS04282795
04283500;EAST BARRE DETENTION RESERVOIR AT EAST BARRE, VT;44.15506226;-72.4445467;USGS04283500
04284751;WINOOSKI R @ US2, BLW STEVENS BR, NR MONTPELIER VT;44.24555556;-72.54888889;USGS04284751
04285000;WRIGHTSVILLE DETENTION RESERVOIR @ WRIGHTSVILLE VT;44.3106136;-72.5748324;USGS04285000
04285500;NORTH BRANCH WINOOSKI RIVER AT WRIGHTSVILLE, VT;44.29950278;-72.57872119;USGS04285500
04285800;NORTH BRANCH WINOOSKI RIVER AT MONTPELIER, VT;44.2608926;-72.5759425;USGS04285800
04286000;WINOOSKI RIVER AT MONTPELIER, VT;44.25672595;-72.59344318;USGS04286000
04287000;DOG RIVER AT NORTHFIELD FALLS, VT;44.1825606;-72.6406655;USGS04287000
04288000;MAD RIVER NEAR MORETOWN, VT;44.2772802;-72.7426163;USGS04288000
04288040;WINOOSKI RIVER ABOVE CROSSETT BK AT WATERBURY,VT;44.3284361;-72.7461806;USGS04288040
04288225;W BRANCH LITTLE R ABV BINGHAM FALLS NEAR STOWE, VT;44.52338556;-72.7717885;USGS04288225
04288230;RANCH BROOK AT RANCH CAMP, NEAR STOWE, VT;44.5039413;-72.7817883;USGS04288230
04288500;WATERBURY RESERVOIR NEAR WATERBURY, VT;44.381722;-72.76984118;USGS04288500
04289000;LITTLE RIVER NEAR WATERBURY, VT;44.37033339;-72.7687298;USGS04289000
04290500;WINOOSKI RIVER NEAR ESSEX JUNCTION, VT;44.47893867;-73.1387381;USGS04290500
04292000;LAMOILLE RIVER AT JOHNSON, VT;44.6228287;-72.6762308;USGS04292000
04292201;LAMOILLE RIVER AT JEFFERSONVILLE, VT;44.64416667;-72.8361111;USGS04292201
04292500;LAMOILLE RIVER AT EAST GEORGIA, VT;44.67921477;-73.0726365;USGS04292500
04292750;MILL RIVER AT GEORGIA SHORE RD, NR ST ALBANS, VT;44.7797674;-73.1437467;USGS04292750
04292795;STEVENS BROOK AT KELLOGG ROAD, NEAR ST. ALBANS, VT;44.8486111;-73.1041667;USGS04292795
04292810;JEWETT BROOK AT VT 38, NEAR ST. ALBANS, VT;44.8561111;-73.1508333;USGS04292810
04293000;MISSISQUOI RIVER NEAR NORTH TROY, VT;44.97282337;-72.38538628;USGS04293000
04293500;MISSISQUOI RIVER NEAR EAST BERKSHIRE, VT;44.96004599;-72.696521;USGS04293500
04294000;MISSISQUOI RIVER AT SWANTON, VT;44.91670937;-73.1284645;USGS04294000
04294140;ROCK RIVER NEAR HIGHGATE CENTER, VT;44.96305556;-72.9919444;USGS04294140
04294300;PIKE RIVER AT EAST FRANKLIN, NR ENOSBURG FALLS, VT;45.00282217;-72.83346858;USGS04294300
04294413;LAKE CHAMPLAIN AT PORT HENRY NY;44.05255507;-73.4529027;USGS04294413
04294500;LAKE CHAMPLAIN AT BURLINGTON, VT;44.47616017;-73.2215166;USGS04294500
04294620;LAKE CHAMPLAIN NEAR GRANDE ISLE, VT;44.6858333;-73.2911111;USGS04294620
04295000;RICHELIEU R (LAKE CHAMPLAIN) AT ROUSES POINT NY;44.99615019;-73.3598555;USGS04295000
04295500;LAKE MEMPHREMAGOG AT NEWPORT, VT;44.93782448;-72.2062133;USGS04295500
04296000;BLACK RIVER AT COVENTRY, VT;44.8689363;-72.2701041;USGS04296000
04296280;BARTON RIVER NEAR COVENTRY, VT;44.87138889;-72.2005556;USGS04296280
04296500;CLYDE RIVER AT NEWPORT, VT;44.94032449;-72.1892684;USGS04296500
05014300;Swiftcurrent Cr ab Swiftcurrent Lk at Many Glacier;48.7954444;-113.6805833;USGS05014300
05014500;Swiftcurrent Creek at Many Glacier MT;48.7988333;-113.6567306;USGS05014500
05015500;Lake Sherburne at Sherburne MT;48.8280944;-113.5219833;USGS05015500
05017500;St. Mary River near Babb MT;48.83303718;-113.4206533;USGS05017500
05018000;St. Mary Canal at intake near Babb MT;48.85277778;-113.4169444;USGS05018000
05018500;St. Mary Canal at St. Mary Crossing near Babb MT;48.94696667;-113.3753306;USGS05018500
05020500;St. Mary River at International Boundary;49.0114083;-113.2995472;USGS05020500
05030500;OTTER TAIL RIVER NEAR ELIZABETH, MN;46.3694039;-96.0175556;USGS05030500
05046000;OTTER TAIL RIVER BL ORWELL D NR FERGUS FALLS, MN;46.20968199;-96.1850614;USGS05046000
05046475;OTTER TAIL RIVER DIVERSION AT BRECKENRIDGE, MN;46.2824591;-96.5825733;USGS05046475
05049000;MUSTINKA RIVER ABOVE WHEATON, MN;45.820794;-96.4906218;USGS05049000
05049995;MUD LAKE ABOVE WHITE ROCK DAM NEAR WHITE ROCK, SD;45.86134908;-96.5725691;USGS05049995
05050000;BOIS DE SIOUX RIVER NEAR WHITE ROCK, SD;45.86246018;-96.573958;USGS05050000
05051300;BOIS DE SIOUX RIVER NEAR DORAN, MN;46.1521813;-96.5792389;USGS05051300
05051500;RED RIVER OF THE NORTH AT WAHPETON, ND;46.26607;-96.5986848;USGS05051500
0505152130;RED RIVER OF THE NORTH AT ENLOE, ND;46.49888889;-96.7388889;USGS0505152130
05051522;RED RIVER OF THE NORTH AT HICKSON, ND;46.65968548;-96.7959154;USGS05051522
05051600;WILD RICE RIVER NR RUTLAND, ND;46.0221855;-97.511485;USGS05051600
05052000;WILD RICE RIVER NEAR MANTADOR, ND;46.17245926;-97.0106403;USGS05052000
05052500;ANTELOPE CREEK AT DWIGHT, ND;46.31134769;-96.7345217;USGS05052500
05053000;WILD RICE RIVER NR ABERCROMBIE, ND;46.4705168;-96.7823018;USGS05053000
05054000;RED RIVER OF THE NORTH AT FARGO, ND;46.861075;-96.7836924;USGS05054000
05054200;RED RIVER OF THE NORTH NEAR HARWOOD, ND;46.9769096;-96.8209139;USGS05054200
05054500;SHEYENNE RIVER ABOVE HARVEY, ND;47.7027775;-99.9490145;USGS05054500
05055300;SHEYENNE R AB DEVILS LK STATE OUTLET NR FLORA, ND;47.90777778;-99.4155556;USGS05055300
05055400;SHEYENNE R BL DEVILS LK STATE OUTLET NR BREMEN, ND;47.82138889;-99.2761111;USGS05055400
05056000;SHEYENNE RIVER NR WARWICK, ND;47.8055534;-98.7162172;USGS05056000
05056060;MAUVAIS COULEE TRIB NO. 3 NR CANDO, ND;48.4575008;-99.2243037;USGS05056060
05056100;MAUVAIS COULEE NR CANDO, ND;48.4480588;-99.1026354;USGS05056100
05056200;EDMORE COULEE NR EDMORE, ND;48.33667157;-98.6603958;USGS05056200
05056215;EDMORE COULEE TRIB NR WEBSTER, ND;48.2663928;-98.6809499;USGS05056215
05056222;MORRISON LAKE NEAR WEBSTER, ND;48.25972559;-98.8470683;USGS05056222
05056239;STARKWEATHER COULEE NR WEBSTER, ND;48.3205591;-98.9406851;USGS05056239
05056241;DRY LAKE NEAR PENN, ND;48.23111277;-98.983463;USGS05056241
05056265;BIG COULEE AT HWY 2 NEAR CHURCHS FERRY, ND;48.26166538;-99.1876342;USGS05056265
05056340;LITTLE COULEE NR LEEDS, ND;48.2433322;-99.3729125;USGS05056340
05056500;DEVILS LAKE NR DEVILS LAKE, ND;48.09944515;-98.9031773;USGS05056500
05056665;EASTERN STUMP LAKE NR LAKOTA, ND;47.8686089;-98.3578795;USGS05056665
05056678;TOLNA COULEE NEAR TOLNA, ND;47.8608333;-98.4944444;USGS05056678
05056995;SHEYENNE RIVER ON HWY 200 NEAR COOPERSTOWN, ND;47.43916667;-98.0191667;USGS05056995
05057000;SHEYENNE RIVER NR COOPERSTOWN, ND;47.43277097;-98.0275954;USGS05057000
05057200;BALDHILL CREEK NR DAZEY, ND;47.2291562;-98.1248189;USGS05057200
05057500;LAKE ASHTABULA AT BALDHILL DAM, ND;47.03331626;-98.0837077;USGS05057500
05058000;SHEYENNE RIVER BELOW BALDHILL DAM, ND;47.0338718;-98.0837077;USGS05058000
05058500;SHEYENNE RIVER AT VALLEY CITY, ND;46.91555556;-98.0105556;USGS05058500
05058700;SHEYENNE RIVER AT LISBON, ND;46.4469123;-97.6792652;USGS05058700
05058980;SHEYENNE RIVER ON GOL ROAD NEAR KINDRED, ND;46.60305556;-97.0322222;USGS05058980
05059000;SHEYENNE RIVER NEAR KINDRED, ND;46.63163288;-97.000643;USGS05059000
05059300;SHEYENNE R AB SHEYENNE R DIVERSION NR HORACE, ND;46.74638889;-96.9269444;USGS05059300
05059310;SHEYENNE RIVER DIVERSION NR HORACE, ND;46.7516335;-96.9261978;USGS05059310
05059480;SHEYENNE RIVER DIVERSION AT WEST FARGO, ND;46.8910787;-96.916751;USGS05059480
05059500;SHEYENNE RIVER AT WEST FARGO, ND;46.8910784;-96.9070286;USGS05059500
05059600;MAPLE RIVER NR HOPE, ND;47.32498855;-97.7906537;USGS05059600
05059700;MAPLE RIVER NR ENDERLIN, ND;46.6216388;-97.5739851;USGS05059700
05059715;MAPLE RIVER ABOVE MAPLE RIVER DAM NR SHELDON, ND;46.6866398;-97.4689825;USGS05059715
05060000;MAPLE RIVER NR MAPLETON, ND;46.8660826;-97.106477;USGS05060000
05060100;MAPLE RIVER BL MAPLETON, ND;46.9052487;-97.052587;USGS05060100
05060400;SHEYENNE RIVER AT HARWOOD, ND;46.97746739;-96.8917491;USGS05060400
05060500;RUSH RIVER AT AMENIA, ND;47.0166413;-97.214254;USGS05060500
05061000;BUFFALO RIVER NEAR HAWLEY, MN;46.84995979;-96.3295093;USGS05061000
05061500;SOUTH BRANCH BUFFALO RIVER AT SABIN, MN;46.7755175;-96.6281318;USGS05061500
05062000;BUFFALO RIVER NEAR DILWORTH, MN;46.9610736;-96.661465;USGS05062000
05062500;WILD RICE RIVER AT TWIN VALLEY, MN;47.26662928;-96.2447803;USGS05062500
05063398;S. BR. WILD RICE RIVER AT CO. RD. 27 NR FELTON, MN;47.1133333;-96.3858333;USGS05063398
05064000;WILD RICE RIVER AT HENDRUM, MN;47.26802728;-96.7975783;USGS05064000
05064500;RED RIVER OF THE NORTH AT HALSTAD, MN;47.351918;-96.843691;USGS05064500
05065500;GOOSE RIVER NEAR PORTLAND, ND;47.5377646;-97.453424;USGS05065500
05066500;GOOSE RIVER AT HILLSBORO, ND;47.40942385;-97.0611974;USGS05066500
05067500;MARSH RIVER NEAR SHELLY, MN;47.41247148;-96.764244;USGS05067500
05069000;SAND HILL RIVER AT CLIMAX, MN;47.61191807;-96.8147998;USGS05069000
05070000;RED RIVER OF THE NORTH NEAR THOMPSON, ND;47.7588646;-96.9439684;USGS05070000
05073500;UPPER RED LAKE AT WASKISH, MN;48.17551858;-94.5143992;USGS05073500
05074000;LOWER RED LAKE NR RED LAKE, MN;47.9574572;-95.2763936;USGS05074000
05074500;RED LAKE RIVER NEAR RED LAKE, MN;47.9574572;-95.2766714;USGS05074500
05075000;RED LAKE RIVER AT HIGH LANDING NR GOODRIDGE, MN;48.04857277;-95.8086296;USGS05075000
05076000;THIEF RIVER NEAR THIEF RIVER FALLS, MN;48.1855249;-96.1700335;USGS05076000
05078000;CLEARWATER RIVER AT PLUMMER, MN;47.9232974;-96.0464226;USGS05078000
05078230;LOST RIVER AT OKLEE, MN;47.84301627;-95.8586369;USGS05078230
05078470;JUDICIAL DITCH 64 NEAR MENTOR, MN (SW4);47.73777778;-96.2025;USGS05078470
05078500;CLEARWATER RIVER AT RED LAKE FALLS, MN;47.8874678;-96.2739364;USGS05078500
05078520;CYR CREEK NEAR MARCOUX CORNERS, MN (SW5);47.8036111;-96.2766667;USGS05078520
05078720;COUNTY DITCH 140 ABV BR-6 IMP NR TILDEN, MN (SW8);47.6672222;-96.3386111;USGS05078720
05078770;JUDICIAL DITCH 66 NEAR MARCOUX CORNERS, MN (SW6);47.7819444;-96.3313889;USGS05078770
05079000;RED LAKE RIVER AT CROOKSTON, MN;47.77552716;-96.6095101;USGS05079000
05079200;COUNTY DITCH 72 (BURNHAM CK) NR. MAPLE BAY (SW3);47.6386111;-96.28;USGS05079200
05079250;COUNTY DITCH 65 NEAR MAPLE BAY, MN (SW2);47.6119444;-96.2791667;USGS05079250
05080000;RED LAKE RIVER AT FISHER, MN;47.8002519;-96.8089627;USGS05080000
05082500;RED RIVER OF THE NORTH AT GRAND FORKS, ND;47.9269234;-97.0292435;USGS05082500
05082625;TURTLE RIVER AT TURTLE R STATE PARK NR ARVILLA, ND;47.9319336;-97.5145305;USGS05082625
05083500;RED RIVER OF THE NORTH AT OSLO, MN;48.19387265;-97.140628;USGS05083500
05084000;FOREST RIVER NR FORDVILLE, ND;48.1972148;-97.7306431;USGS05084000
05085000;FOREST RIVER AT MINTO, ND;48.286099;-97.3700763;USGS05085000
05085450;SNAKE RIVER ABOVE WARREN, MN;48.2097222;-96.7180556;USGS05085450
05087500;MIDDLE RIVER AT ARGYLE, MN;48.3402552;-96.8164502;USGS05087500
05090000;PARK RIVER AT GRAFTON, ND;48.4247108;-97.412023;USGS05090000
05092000;RED RIVER OF THE NORTH AT DRAYTON, ND;48.5722064;-97.1475697;USGS05092000
05094000;SOUTH BRANCH TWO RIVERS AT LAKE BRONSON, MN;48.7324786;-96.6675444;USGS05094000
05099400;LITTLE SOUTH PEMBINA RIVER NR WALHALLA, ND;48.86527259;-98.0059317;USGS05099400
05099600;PEMBINA RIVER AT WALHALLA, ND;48.9133284;-97.9170369;USGS05099600
05100000;PEMBINA RIVER AT NECHE, ND;48.9897138;-97.5570221;USGS05100000
05101000;TONGUE RIVER AT AKRA, ND;48.77832786;-97.746759;USGS05101000
05102490;RED RIVER OF THE NORTH AT PEMBINA, ND;48.9735988;-97.2417314;USGS05102490
05104500;ROSEAU RIVER BELOW SOUTH FORK NEAR MALUNG, MN;48.79470197;-95.7424885;USGS05104500
05106000;SPRAGUE CREEK NEAR SPRAGUE, MANITOBA, CANADA;48.99248859;-95.6621992;USGS05106000
05107500;ROSEAU RIVER AT ROSS, MN;48.9102603;-95.9219402;USGS05107500
05112000;ROSEAU RIVER BELOW STATE DITCH 51 NR CARIBOU, MN;48.98164829;-96.4630804;USGS05112000
05113600;LONG CREEK NR NOONAN, ND;48.9811417;-103.0765734;USGS05113600
05113750;EAST BRANCH SHORT CREEK RES NR COLUMBUS, ND;48.990588;-102.7857303;USGS05113750
05114000;SOURIS RIVER NR SHERWOOD, ND;48.9900156;-101.9582209;USGS05114000
05115500;LAKE DARLING NEAR FOXHOLM, ND;48.45807237;-101.5837731;USGS05115500
05116000;SOURIS RIVER NR FOXHOLM, ND;48.3722357;-101.5054414;USGS05116000
05116500;DES LACS RIVER AT FOXHOLM, ND;48.37056947;-101.5701633;USGS05116500
05117500;SOURIS RIVER ABOVE MINOT, ND;48.2458428;-101.3712745;USGS05117500
05120000;SOURIS RIVER NR VERENDRYE, ND;48.15972928;-100.7295863;USGS05120000
05120500;WINTERING RIVER NR KARLSRUHE, ND;48.13833739;-100.5398623;USGS05120500
05122000;SOURIS RIVER NR BANTRY, ND;48.50555109;-100.4348534;USGS05122000
05123400;WILLOW CREEK NR WILLOW CITY, ND;48.58777637;-100.441523;USGS05123400
05123510;DEEP RIVER NR UPHAM, ND;48.5841795;-100.8626452;USGS05123510
05124000;SOURIS RIVER NR WESTHOPE, ND;48.9964079;-100.9584889;USGS05124000
05124480;KAWISHIWI RIVER NEAR ELY, MN;47.9226749;-91.535126;USGS05124480
05124982;FILSON CREEK IN SWSE SEC. 24, NEAR WINTON, MN;47.8356111;-91.6703889;USGS05124982
05125000;SOUTH KAWISHIWI RIVER NEAR ELY, MN;47.83990347;-91.69541879;USGS05125000
05125039;KEELEY CREEK ABOVE MOUTH NEAR BABBITT, MN;47.7668611;-91.7495278;USGS05125039
05126210;SOUTH KAWISHIWI R ABV WHITE IRON LAKE NR ELY, MN;47.84185;-91.7990339;USGS05126210
05127500;BASSWOOD RIVER NEAR WINTON, MN;48.0823937;-91.6526237;USGS05127500
05129115;VERMILION RIVER NR CRANE LAKE, MN;48.2646282;-92.5659935;USGS05129115
05129290;GOLD PORTAGE OUTLET FROM KABETOGAMA LK NR RAY,MN;48.5243635;-93.0748688;USGS05129290
05129515;RAINY R AT BOAT LANDING BLW INTERNATIONAL FALLS,MN;48.5922222;-93.4466667;USGS05129515
05131500;LITTLE FORK RIVER AT LITTLEFORK, MN;48.39577636;-93.5493266;USGS05131500
05132000;BIG FORK RIVER AT BIG FALLS, MN;48.1957849;-93.8071245;USGS05132000
05133500;RAINY RIVER AT MANITOU RAPIDS, MN;48.6344009;-93.913228;USGS05133500
05134200;RAPID RIVER NEAR BAUDETTE, MN;48.53608068;-94.562716;USGS05134200
05137500;RAINY RIVER NEAR BOAT LANDING AT WHEELERS POINT,MN;48.8369444;-94.6991667;USGS05137500
05140520;LAKE OF THE WOODS AT WARROAD, MN;48.9041545;-95.3160708;USGS05140520
05140521;LK OF THE WOODS @ SPRINGSTEEL IS NR. WARROAD, MN;48.9458227;-95.3069039;USGS05140521
05200510;MISSISSIPPI RIVER NEAR BEMIDJI, MN;47.48328559;-94.7280436;USGS05200510
05205900;LEECH LAKE AT SUGAR POINT NEAR FEDERAL DAM, MN;47.1705106;-94.2869157;USGS05205900
05207600;MISSISSIPPI RIVER AT WILLOW BEACH AT BALL CLUB, MN;47.3022222;-93.9013889;USGS05207600
05210000;MISSISSIPPI R. AT DAYS HIGH LANDING NR DEER RIVER;47.2521722;-93.802999;USGS05210000
05211000;MISSISSIPPI RIVER AT GRAND RAPIDS, MN;47.23216599;-93.5302144;USGS05211000
05212700;PRAIRIE RIVER NEAR TACONITE, MN;47.3888277;-93.380757;USGS05212700
05227500;MISSISSIPPI RIVER AT AITKIN, MN;46.5405128;-93.7074712;USGS05227500
05227530;MISSISSIPPI RIVER DIVERSION NEAR AITKIN, MN;46.59166667;-93.6869444;USGS05227530
05242300;MISSISSIPPI RIVER AT BRAINERD, MN;46.377744;-94.1833279;USGS05242300
05243725;STRAIGHT RIVER NEAR PARK RAPIDS, MN;46.87495909;-95.0658552;USGS05243725
05244000;CROW WING RIVER AT NIMROD, MN;46.64023789;-94.8791839;USGS05244000
05245100;LONG PRAIRIE RIVER AT LONG PRAIRIE, MN;45.97496449;-94.8658552;USGS05245100
05247500;CROW WING RIVER NEAR PILLAGER, MN;46.304967;-94.3775036;USGS05247500
05267000;MISSISSIPPI RIVER NEAR ROYALTON, MN;45.8260765;-94.3552782;USGS05267000
05270500;SAUK RIVER NEAR ST. CLOUD, MN;45.55968715;-94.2336033;USGS05270500
05270700;MISSISSIPPI RIVER AT ST. CLOUD, MN;45.5471875;-94.145822;USGS05270700
05275000;ELK RIVER NEAR BIG LAKE, MN;45.3338537;-93.6669098;USGS05275000
05280000;CROW RIVER AT ROCKFORD, MN;45.0866297;-93.734132;USGS05280000
05284000;MILLE LACS LAKE AT COVE BAY NEAR ONAMIA, MN;46.1099581;-93.6191325;USGS05284000
05286000;RUM RIVER NEAR ST. FRANCIS, MN;45.32774267;-93.3724537;USGS05286000
05287890;ELM CREEK NR CHAMPLIN, MN;45.1632981;-93.4366212;USGS05287890
05288500;MISSISSIPPI RIVER AT HWY 610 IN BROOKLYN PARK, MN;45.1266318;-93.2968947;USGS05288500
05288580;RICE CREEK BLW OLD HWY. 8 IN MOUNDS VIEW, MN;45.0933333;-93.195;USGS05288580
05288670;MISSISSIPPI RIVER ABV 37TH AVE. NE IN FRIDLEY, MN;45.04327778;-93.2793889;USGS05288670
05288705;SHINGLE CREEK AT QUEEN AVE IN MINNEAPOLIS, MN;45.04996508;-93.3102274;USGS05288705
05289000;LAKE MINNETONKA ABV GRAYS BAY OTLT IN MINNETONKA;44.9533333;-93.4872222;USGS05289000
05289800;MINNEHAHA CREEK AT HIAWATHA AVE. IN MINNEAPOLIS,MN;44.91552097;-93.2127224;USGS05289800
05290000;LITTLE MINNESOTA RIVER NEAR PEEVER, SD;45.6158333;-96.8755556;USGS05290000
05291000;WHETSTONE RIVER NEAR BIG STONE CITY, SD;45.2916316;-96.487557;USGS05291000
05292000;MINNESOTA RIVER AT ORTONVILLE, MN;45.29552046;-96.4442231;USGS05292000
05293000;YELLOW BANK RIVER NEAR ODESSA, MN;45.2269094;-96.353665;USGS05293000
05294000;POMME DE TERRE RIVER AT APPLETON, MN;45.2027393;-96.0225455;USGS05294000
